,DES_Density,DES_Temperature_para,DES_Temperature_perp,DES_Velocity_x,DES_Velocity_y,DES_Velocity_z,DIS_Density,DIS_Temperature_para,DIS_Temperature_perp,DIS_Velocity_x,DIS_Velocity_y,DIS_Velocity_z,FGM_Magnetic_Field_w,FGM_Magnetic_Field_x,FGM_Magnetic_Field_y,FGM_Magnetic_Field_z,Time
0,0.72491276,452.21567,536.6603,20.669231,-69.28167,21.614178,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.311233211400747,-23.503144299654565,55.487418280752735,63.59086066894354,2015-12-04 23:28:15.500573
1,0.7290611,454.05237,540.5666,49.641617,2.4469805,13.582827,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.546473583670966,-23.445225298250993,55.39731128777085,63.56648761291122,2015-12-04 23:28:20.000604
2,0.7307691,452.48297,543.0672,43.712673,54.07439,14.789789,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.558942253002897,-23.313108148809988,55.6371165458695,63.73115380888339,2015-12-04 23:28:24.500627
3,0.72664964,466.65753,558.2776,-4.5131907,41.64523,6.4376655,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.51109445931239,-23.5103327964211,55.74571667769326,63.88290523929399,2015-12-04 23:28:29.000656
4,0.71170694,484.01715,576.49927,-2.1172638,-28.05146,15.525941,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.793617570040265,-23.586451215150454,55.697177814291734,63.9599121856899,2015-12-04 23:28:33.500681
5,0.73296964,478.2125,568.31256,40.311142,-17.480188,-2.5978365,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.024027474855632,-23.618234455762828,55.68359858849619,64.03509901271926,2015-12-04 23:28:38.000710
6,0.7321572,483.70786,574.4377,58.43589,42.08217,21.492155,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.050118643721987,-23.689169225307566,55.75625076935966,64.13301326473423,2015-12-04 23:28:42.500734
7,0.7378628,488.9207,585.4488,28.379866,48.985485,31.368988,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.98443907016652,-23.80828259033696,55.73104538622069,64.13369548251104,2015-12-04 23:28:47.000765
8,0.72845745,507.82425,601.22034,23.370218,7.970607,21.560839,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.928639891726505,-24.013258478783925,55.64052862076389,64.11327815550693,2015-12-04 23:28:51.500789
9,0.73493844,515.9319,606.806,70.32562,-56.90676,-7.7195177,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.076424587299872,-23.83894584286498,55.64985179713406,64.10473426911862,2015-12-04 23:28:56.000818
10,0.73600304,521.0442,611.4455,50.471832,36.009895,14.860687,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.13847105709283,-23.65793125028722,55.657388703359175,64.06463528197492,2015-12-04 23:29:00.500843
11,0.73980147,509.75443,611.16797,31.056839,37.06252,18.78329,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.273394587507937,-23.587727377191186,55.65102158364607,64.077878031414,2015-12-04 23:29:05.000872
12,0.7375785,520.34546,624.32434,8.246386,47.732605,21.196465,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.354688796758133,-23.830799565563424,55.71260175479841,64.248141509783,2015-12-04 23:29:09.500895
13,0.72715634,533.207,629.94226,51.517647,-19.484028,23.8946,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.374940508008546,-24.043729151458344,55.580042093311604,64.21939053020388,2015-12-04 23:29:14.000925
14,0.7355642,527.51044,624.9305,55.193348,-16.710888,-9.269585,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,21.149508892277733,-24.055382065927823,55.416301780393844,64.00725928908075,2015-12-04 23:29:18.500951
15,0.730042,527.3654,624.75275,55.34908,28.238356,5.769572,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.825052435616342,-24.25725962044433,55.28037654944462,63.859355708311035,2015-12-04 23:29:23.000981
16,0.73105735,534.2809,639.4163,17.98236,15.715322,3.3618274,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.640024401222377,-24.664898531385663,55.31399793188473,63.98442150302054,2015-12-04 23:29:27.501003
17,0.71436876,541.8139,642.22437,18.600037,-19.285578,-12.045045,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.48377363161243,-25.007118386985244,55.09325696197612,63.87650397240898,2015-12-04 23:29:32.001033
18,0.7287025,531.6256,631.6184,25.461758,-9.024949,-5.1747637,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,20.235603658259183,-25.08388581836835,54.977514069763224,63.727607471115604,2015-12-04 23:29:36.501057
19,0.71866447,544.319,647.0219,29.128942,26.063843,-38.59175,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,19.859226103450055,-25.108554223334068,55.069644895076635,63.69846311598667,2015-12-04 23:29:41.001087
20,0.7286871,541.67633,645.1075,-5.919346,30.293486,3.4751675,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,19.504846446421762,-25.177466965970215,55.101589460693205,63.643764339040565,2015-12-04 23:29:45.501111
21,0.71383053,556.4355,666.14923,-8.42657,-62.79523,3.3136225,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,19.25510230572901,-25.10077379333261,55.006852876762245,63.45519357036314,2015-12-04 23:29:50.001141
22,0.72604007,549.91656,652.9709,1.6915387,-52.78071,9.214708,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,19.00374254748974,-24.970726414024533,55.156255977966524,63.4577949923719,2015-12-04 23:29:54.501165
23,0.72214586,555.11285,658.75696,26.886019,-31.480701,-35.11748,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.98273167565131,-24.527346944111205,55.46707183723165,63.549437140615204,2015-12-04 23:29:59.001196
24,0.72785234,547.2693,654.22986,-16.382051,31.897959,2.76201,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.807681231611713,-24.157359476545093,55.61739053843628,63.48701346312549,2015-12-04 23:30:03.501219
25,0.72410154,561.4505,663.97296,-38.989,-37.06,26.391714,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.73052931632431,-24.02353032911672,55.50726714754716,63.31682069533822,2015-12-04 23:30:08.001248
26,0.73031855,561.6177,664.5314,0.87184834,-45.505096,-14.354513,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.856990872561052,-24.117761699000926,55.4664279650975,63.354377969003814,2015-12-04 23:30:12.501272
27,0.73714155,557.19525,665.1864,33.83662,-7.1852007,-23.811222,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.820521276823733,-24.278873550463874,55.527714053543,63.45866691881204,2015-12-04 23:30:17.001302
28,0.736413,558.5539,666.4963,0.88914156,26.84649,-35.58952,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.709832619555527,-24.33197076781653,55.507253476185724,63.42836761526996,2015-12-04 23:30:21.501327
29,0.7408406,563.0197,661.36945,-16.621775,12.975327,-18.218079,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.720733057803784,-24.366978363094617,55.45815081030096,63.402064936444475,2015-12-04 23:30:26.001357
30,0.7318614,568.5465,669.291,-28.401598,-105.54955,-31.308382,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.798488810349912,-24.540012106667056,55.38773068859744,63.430242951458304,2015-12-04 23:30:30.501380
31,0.756496,555.39105,650.127,17.82713,-29.076775,-26.098656,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.953305674006508,-24.569303365732665,55.18568091825446,63.31143173211895,2015-12-04 23:30:35.001410
32,0.7444353,568.3806,667.57764,26.162643,-14.156073,-2.071131,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.94394549669824,-24.555574012475326,55.05076534558141,63.18572711014727,2015-12-04 23:30:39.501434
33,0.74717873,567.3561,665.96265,-20.861673,7.6176825,7.2986283,0.43822985887527466,1577.572998046875,2472.0380859375,-18.26799774169922,19.33605194091797,4.318957328796387,18.951031197939454,-24.634382505700774,54.98131559316273,63.15805018073841,2015-12-04 23:30:44.001463
